id,tier,score,bucket,theme,type,title,what,why,modules,effort,impact,depends_on,novelty,status,evidence,notes
R201,3 - Medium,74,INST,Bloomberg/Refinitiv Terminal,infra,Add app-wide fragment auto-refresh policy for live panels,"Add a ui/autorefresh.py helper wrapping st.fragment(run_every=) with a per-section cadence + a global pause toggle in the sidebar; apply to live_feed, alerts, and the tearsheet header instead of per-tab 60s checkboxes + full reruns.","The Terminal auto-pushes; a risk officer should not hand-refresh. A full st.rerun re-fetches every feed; fragment refresh updates only the live panel, the correct primitive for a monitor.",ui/autorefresh.py; ui/tab_live_feed.py; ui/tab_alerts.py; app.py,M,Med,Replace mock live-feed with a real auto-refreshing market monitor,institutional-gap,carried,"Only worker_health.py:380 + live_feed.py:668 have refresh, both manual checkbox + st.rerun (live_feed:633); MEMORY notes st.fragment deferred",New infra: turns ad-hoc reruns into scoped tick refresh; unblocks every live surface | tract=moderate
R202,3 - Medium,74,INST,Sell-side Equity Research Platform (Goldman GIR / Morgan St…,feature,Reconcile DCF target with rating to enforce a price-target rule,"Add target_reconciliation in valuation/alpha glue: derive implied upside (target vs spot), map to a rating band (Buy/Hold/Sell), and assert alpha_engine direction agrees with DCF-implied target or flag the contradiction.","Sell-side compliance requires rating, price target, and valuation method to be internally consistent on every note; mismatches are a primary supervisory flag.",processing/valuation.py; engine/alpha_engine.py; processing/investor_report_engine.py,S,Med,Track equity ideas against Street consensus targets and ratings,institutional-gap,carried,alpha_engine.py:55 target_price (from target_pct) and valuation.py DCF per-share are computed independently and never reconciled; no rating-band mapp…,impact72/feas85/fit85/nov68: cheap consistency gate sell-side supervision mandates; ties two existing target sources together | tract=quick
R203,3 - Medium,74,INST,Buy-side Risk System (MSCI Barra / Axioma / RiskMetrics),data,"Persist scenarios as a versioned, auditable scenario library","Move SCENARIO_CATALOG and BUILTIN_SCENARIOS into a DB-backed, versioned scenario_library table (schema bump) with author/asof/source provenance; load via state.scenarios; let risk officers add/edit shocks without a code deploy.","A maintained, audited stress-scenario library (add/version/sign-off) is core to RiskMetrics/Axioma; two hardcoded Python literals can't be governed, versioned, or attributed.",state/scenarios.py; processing/supply_shock_scenarios.py; state/db.py,M,Med,,institutional-gap,carried,state/scenarios.py:255 SCENARIO_CATALOG hardcoded literal; supply_shock_scenarios.py:455 BUILTIN_SCENARIOS a second divergent literal; no DB persiste…,impact74 feas74 fit85 nov66 — governs the scenario library; two divergent literals also need de-duplication | tract=moderate
R204,3 - Medium,74,INST,Buy-side Risk System (MSCI Barra / Axioma / RiskMetrics),test,Add a VaR/TE coverage backtest against realized carrier returns,New tools/backtests adapter: roll the factor-model forecast VaR through history and run a Kupiec/Christoffersen coverage test on realized DEFAULT_CARRIERS returns; report breach rate vs nominal and conditional-coverage p-value.,A risk model is only trusted once its forecast is validated against realized P&L; Barra/Axioma ship coverage diagnostics. Ship has never scored a risk number against outcomes.,tools/backtests.py; engine/carrier_factor_model.py; processing/risk_lab.py,M,Med,Build factor covariance model with factor-vs-specific risk split,institutional-gap,carried,R070 notes no risk number ever checked vs realized P&L; existing 18 adapters validate analytics against each other; no Kupiec/coverage test exists,"impact74 feas76 fit88 nov70 — sharpens R070 to factor-model TE/VaR coverage, the institutional validation gate | tract=moderate"
R205,3 - Medium,74,INST,OMS/EMS Trading Desk (Charles River / Bloomberg AIM),feature,Build a fill-and-reconciliation log marking intent vs executed,"New processing/fills.py + fills table recording a (manual) fill against each order ticket (price, qty, ts) and reconciling it to the position ledger; tab_portfolio shows open-orders vs filled vs unfilled with realized-vs-estimated slippage.","An EMS closes the loop: order → fill → position update → realized TCA. Ship has ideas but no execution record, so it can never show what was actually traded or measure realized slippage against the e…",processing/fills.py; processing/order_blotter.py; processing/tca.py; state/positions.py; ui/tab_portfolio.py,L,Med,Add transaction-cost analysis on every order ticket,institutional-gap,carried,grep fill/execution(trade-sense)=0 in processing; positions are session-only (tab_portfolio.py:162); no order→fill→position path exists,impact78/feas62/fit92/nov74: closes the order→fill→position loop genuinely missing; L-effort + manual-fill assumption docks feasibility | tract=large
R206,3 - Medium,74,INST,Maritime Intelligence (Kpler / Windward / Lloyd's List / Cl…,data,Build a fixtures / chartering history database per lane and vessel,"New processing/fixtures_db.py + migration v29 fixtures table snapshotting modeled daily charter fixtures (vessel, lane, rate $/day, charterer, laycan) off rate_estimator/freight feeds, clearly DataSource.modeled, queryable as a fixture his…","Clarksons SIN and the Baltic are fixtures databases at their core; Ship has spot rate series but zero fixture/charter records, so no chartering desk question can be answered.",processing/fixtures_db.py; routes/rate_estimator.py; data/freight_scraper.py; state/migrations.py,L,Med,Build a vessel-particulars master keyed on IMO,institutional-gap,carried,freight_scraper.py exposes only spot index series; the only 'fixture' in repo is the Baltic backfill CSV (freight_scraper.py:447); no fixtures/charte…,A genuine Clarksons-class gap; modeled-but-honest fixture store; L-effort and no live charter feed docks feasibility | tract=large
R207,3 - Medium,74,INST,Data Governance & Lineage (golden-source / point-in-time DB…,data,Handle corporate actions: ticker-change/split/delisting registry,"Add data/corporate_actions.py + table mapping ticker→effective-dated rename/split/delist events; stock_feed records yfinance .actions and stamps adjustment provenance; the point-in-time ledger keys equities by a stable security id, not the…",A frozen signal ledger marked-to-market on yfinance closes silently breaks when a ticker renames/splits/delists; institutions track corporate actions to keep a P&L history continuous and auditable.,data/stock_feed.py; data/corporate_actions.py (new); processing/signal_validation.py; state/db.py,M,Med,"Make the parquet cache bitemporal point-in-time, not overwrite-in-place",institutional-gap,carried,"stock_feed.py:64 auto_adjust=True silently back-adjusts, no split/dividend/rename capture; grep split/dividend/actions in data/stock_feed.py = one li…","impact72 feas72 fit88 nov72; the corporate-actions leg; protects the R004 ledger's continuity, novel for repo | tract=moderate"
R208,3 - Medium,74,INST,Compliance & Surveillance (sanctions / trade surveillance /…,feature,Detect surveillance patterns over user/operator actions,"New engine/action_surveillance.py scanning audit_events for abuse analogs: off-hours rule edits, rapid threshold flip-flops (wash-analog), pre-alert config changes (front-run-analog), mass exports; raise an ALERT via alert_engine_v2.","A surveillance desk monitors privileged-user behavior, not just market data; Ship's alert engine watches feeds but nobody watches the watchers.",engine/action_surveillance.py; engine/audit_search.py; engine/alert_engine_v2.py,M,Med,Add tamper-evident hash-chain to the audit log,institutional-gap,carried,alert_engine_v2.py detects BDI/CONGESTION/STOCK market events only; no detector reads audit_events for user-behavior anomalies,"Novel internal-surveillance layer reusing audit search + alert engine; medium impact, depends on trustworthy log | tract=moderate"
R209,3 - Medium,74,INST,Reliability / Observability / SRE,test,Run scheduled restore-drills that verify backups are recoverable,"New tools/restore_drill.py (+ gated worker job) that restores the newest backup into a tmp DB, runs backup_cli verify (schema + row-count round-trip) and a smoke SELECT, then alerts if a backup is unrestorable; record drill result in worke…",An untested backup is not a backup; auditors require periodic restore verification. verify checks the manifest but no automated drill ever proves a restore actually succeeds.,tools/restore_drill.py; tools/backup_cli.py; worker/scheduler.py; state/worker_runs.py,M,Med,Automate scheduled DB backups inside the worker,institutional-gap,carried,backup_cli.py:596 _cmd_verify exists but manual; grep: 0 restore-drill|run_restore in worker/tools; restore (_cmd_restore:681) never auto-exercised,"Builds on verify/restore primitives; satisfies a hard audit control; moderate effort, medium frequency need | tract=moderate"
R210,3 - Medium,74,INST,Enterprise Security & Identity,security,Encrypt TOTP secrets + recovery hashes at rest via vault,Wrap users.mfa_secret and mfa_recovery_codes writes through state.vault.encrypt; decrypt in get_mfa_secret/verify paths; migrate existing plaintext secrets on first read.,"A DB leak today hands an attacker every second-factor seed, defeating MFA entirely; an auditor treats plaintext 2FA seeds as a critical finding.",auth/mfa.py; state/vault.py; state/migrations.py,M,Med,Harden vault to AEAD with mandatory external key,institutional-gap,carried,mfa.py:28-29 'No secret encryption at rest — secret stored in plaintext in users.mfa_secret'; get_mfa_secret (mfa.py:571) returns it raw,"real plaintext-2FA-seed exposure; vault primitive already exists, but weak unless the AEAD fix lands first | tract=moderate"
R211,3 - Medium,74,INST,Client Distribution & Entitlements (productized data produc…,feature,Enforce per-tenant quotas and 429 with plan-aware limits,Extend api_server rate-limit bucket keying from per-user to per-tenant with plan-derived capacity/refill from the entitlement resolver; emit a 429 carrying the plan's monthly cap and remaining quota in the body.,Per-tenant quotas with transparent remaining-allowance are table stakes for a metered product; today limits are a fixed env-driven per-user token bucket with no plan awareness.,worker/api_server.py; auth/rate_limit.py; auth/entitlements.py (new),M,Med,Add plan-scoped entitlement resolver enforced at the single auth gate,institutional-gap,carried,"_enforce_rate_limit keys on user_id with env defaults _DEFAULT_RATE_LIMIT_CAPACITY=120 (api_server.py:103,316); no plan-derived capacity, no quota-re…",Standard metered-product control; reuses bucket; depends on resolver; Med impact since basic limiting already exists | tract=moderate
R212,3 - Medium,74,INST,Market-Data & Pricing Infrastructure,feature,"Construct a standard-tenor Treasury yield curve, not raw FRED points",New processing/yield_curve.py: monotone-cubic/linear interpolation of DGS1M..DGS30 onto canonical tenors with a build timestamp + missing-tenor flags; feed compute_yield_curve_analysis instead of bare _safe_last lookups.,"A rates-aware desk needs a constructed curve (interpolated, gap-flagged) to derive consistent spreads; discrete missing points silently distort inversion reads.",processing/yield_curve.py; processing/trade_bellwethers.py; data/fred_feed.py,M,Med,,institutional-gap,carried,"trade_bellwethers.py:318 reads 8 discrete DGS tenors via _safe_last, no interpolation/construction; grep bootstrap/zero_curve=0",impact72/feas78/fit85/nov70: curve is raw points; a real construction is modest effort and standard pricing-infra hygiene | tract=moderate
R213,3 - Medium,74,INST,Institutional Reporting & Document Generation,refactor,Pin report diff to immutable versions as an archival artifact,"Unify on utils/report_diff (html.escape-safe), delete processing/report_diff, and persist each diff against two immutable report_ids+content_hashes so a day-over-day change record is itself archivable and tamper-evident.","A reviewer needs an auditable record of what changed between two issued reports; today two divergent diff engines exist, one with an XSS sink, and diffs aren't pinned to immutable versions.",utils/report_diff.py; processing/report_diff.py; ui/tab_report.py; utils/report_history.py,M,Med,Build immutable report version + supersede/amend lineage,institutional-gap,carried,two ReportDiff classes diff same axes; processing.format_diff_html raw {d.name} XSS (R038); no diff persisted/pinned to content_hash,Sharpens R038 with archival framing; removes a live XSS while making diffs first-class records; depends on versioning | tract=moderate
R214,3 - Medium,74,INST,Model Risk Governance & Due-Diligence (SR 11-7 style),infra,Pin point-in-time model config to each issued signal,"Stamp every EquityIdea and ShippingStressReport with the active MODEL_VERSION + weight-set name + config hash at issue, persisted alongside outputs, so any historical output is reproducible to the exact model that produced it.",SR 11-7 reproducibility/lineage: a reviewer must reproduce a past output from the model version that generated it; outputs today carry no version provenance.,processing/disruption_cascade.py; processing/shipping_stress_index.py; state/db.py,M,Med,Version and changelog every model-config constant,institutional-gap,carried,EquityIdea (disruption_cascade.py:451) and ShippingStressReport carry no model_version/config_hash field; weight-set name chosen at runtime but not s…,Lineage/reproducibility gap; small once versioning lands; complements signal-ledger rec R004 | tract=moderate
R215,3 - Medium,73,INST,Sell-side Equity Research Platform (Goldman GIR / Morgan St…,ux,Add a coverage-universe dashboard with rating/target distribution,"New ui section + processing aggregation: table of every covered name with rating, our target, consensus, implied upside, last-update age, and a desk-level Buy/Hold/Sell distribution + average upside.",A research head reviews the whole book at once for rating-distribution balance and staleness; no single-pane coverage view exists today.,ui/tab_coverage.py; processing/consensus_tracker.py; state/coverage_ledger.py; processing/company_profiler.py,M,Med,Persist a versioned rating and price-target history per name,institutional-gap,carried,company_profiler.compute_company_profiles aggregates price technicals only; no rating/target/consensus distribution view across the universe,impact74/feas75/fit85/nov68: standard research-head book view; aggregates the new ledger into one pane | tract=moderate
R216,3 - Medium,73,INST,Buy-side Risk System (MSCI Barra / Axioma / RiskMetrics),feature,Apply Ledoit-Wolf shrinkage to the risk covariance estimate,"Add risk_lab.shrinkage_cov(returns_df) (Ledoit-Wolf to constant-correlation target) and use it in portfolio_var/component_var/optimizer when assets≈observations, with a DataSource note on the shrinkage intensity.",Sample covariance on ~6 carriers × short history is ill-conditioned and understates tail risk; institutional models always regularize. Optimizer + VaR currently use raw sample cov.,processing/risk_lab.py; engine/portfolio_optimizer.py,S,Med,,institutional-gap,carried,portfolio_optimizer.py:94 estimate_cov is raw returns_df.cov(); risk_lab uses empirical/Gaussian only; no shrinkage anywhere (grep=0),impact72 feas84 fit82 nov60 — conditioning fix every Barra/Axioma cov uses; small drop-in on existing estimators | tract=quick
R217,3 - Medium,73,INST,Maritime Intelligence (Kpler / Windward / Lloyd's List / Cl…,feature,Reconcile vessel STS pairs into the world graph,New processing/sts_detection.py find_sts_candidates(fleet) pairing voyages within R nm and both <2kts inside STS hotspot geofences off CHOKEPOINTS lat/lon; add vessel_sts_pair edges via world_graph._add_edge and log to the screening trail.,Ship-to-ship transfer is sanctions-evasion's core kinematic pattern; tab_compliance.py:281 names STS but Ship has no vessel-to-vessel relationship and never pairs two tracks.,processing/sts_detection.py; processing/world_graph.py; processing/chokepoint_analyzer.py,M,Med,Persist a port-call and dwell-time history database,institutional-gap,carried,world_graph.py:357-362 only vessel_sails/vessel_transits; chokepoint_analyzer.py:45 CHOKEPOINTS lat/lon usable as geofences; no STS detector in proce…,Sharpens R055 onto persisted tracks; genuine new vessel-vessel relation class; reuses geofences + _add_edge | tract=moderate
R218,3 - Medium,73,INST,Reliability / Observability / SRE,infra,Instrument worker jobs and REST API with latency/error telemetry,Add a track_op context manager in engine/perf_telemetry.py (sibling to track_render) writing op_name/duration/success to a new events table; wrap each worker run_*_job and APIHandler endpoint so headless paths get the same SLIs as UI tabs.,perf_telemetry only times Streamlit renders; the worker pipeline and public API — the institutional integration surface — have no per-operation latency/error series to alert or capacity-plan on.,engine/perf_telemetry.py; worker/scheduler.py; worker/api_server.py; state/db.py,M,Med,Expose a Prometheus /metrics endpoint over telemetry stores,institutional-gap,carried,perf_telemetry.py:138 track_render is UI-only; grep: track_render used only in ui/*; worker jobs record outcome (worker_runs) but not latency distrib…,"Reuses telemetry pattern; extends SLIs to non-UI surfaces; moderate effort, feeds metrics endpoint | tract=moderate"
R219,3 - Medium,73,INST,Enterprise Security & Identity,security,Harden vault to AEAD with mandatory external key,Add a vault:v2 envelope using AES-GCM (cryptography lib) and make VAULT_KEY required in production (refuse the kv_state key-in-DB fallback when an APP_ENV=prod flag is set); keep v1 decrypt for migration.,A risk officer can't accept a homegrown XOR cipher whose master key defaults to living in the same DB it protects — that is encryption-at-rest in name only.,state/vault.py; requirements.txt; auth/settings.py,M,Med,,institutional-gap,carried,"vault.py:26-37 stdlib XOR, not AEAD; :69-70 kv_state fallback puts master key in the same DB; encryption is opt-in per channel","genuine crypto weakness + insecure-default key handling; contained to one module, but adds a 3p dep | tract=moderate"
R220,3 - Medium,73,INST,Client Distribution & Entitlements (productized data produc…,ux,"Ship a client portal tab for tokens, plan, usage and receipts","New ui/tab_client_portal.py self-service surface: mint/revoke tokens (auth.tokens), view current plan+scopes (entitlements), MTD usage+quota (api_usage), and delivery receipts — the buyer-facing console.","A productized data product needs a self-serve portal; today tokens.py explicitly ships data-layer only with no UI, so a client cannot see their plan, usage, or what was delivered.",ui/tab_client_portal.py (new); auth/tokens.py; engine/api_usage.py (new); engine/llm_telemetry.py,M,Med,Meter every API hit into a usage ledger by compute weight,institutional-gap,carried,tokens.py docstring l.36-37 'No UI surface — exposing tokens ... is a follow-up'; no tab_client_portal or token-management UI exists,Buyer-facing console expected of a data product; reuses existing read APIs; Med impact (internal-ops-heavy app) | tract=moderate
R221,3 - Medium,73,INST,Market-Data & Pricing Infrastructure,data,Wire Alpha Vantage quote as a real-time intraday last-price snapshot,"Bridge alphavantage_feed.fetch_quote (15-min cache) into the price store as an intraday snapshot row beside the EOD yfinance bars, tagged DataKind.LIVE, so latest-price reads aren't a stale daily close.","A trading desk needs a near-real-time last price for sizing/entry, not yesterday's adjusted close; the quote feed is built but reaches no signal path.",data/alphavantage_feed.py; data/stock_feed.py; state/price_store.py,S,Med,Persist OHLCV to a bitemporal price store,institutional-gap,carried,alphavantage_feed.py:413 fetch_quote ttl=0.25h exists but grep shows 0 signal/UI consumers; stock_feed.get_latest_price uses EOD close iloc[-1],"impact70/feas85/fit80/nov68: orphaned quote feed; cheap to wire as an intraday snapshot, but lower institutional weight than persistence | tract=quick"
R222,3 - Medium,73,INST,Institutional Reporting & Document Generation,feature,Generate a regulatory cover/control page with disclosure register,"Add a control page to the PDF/HTML builder listing report_id, version, content_hash, generated_at, distribution list, retention class, and an itemized disclosure register — the audit face sheet institutions attach.","An auditor opens to a single control page proving provenance, version, integrity, and that each mandatory disclosure is present; the platform has none today.",utils/investor_report_pdf.py; utils/investor_report_html.py; utils/report_compliance.py; utils/report_history.py,M,Med,Enforce mandatory-disclosure gate before any report ships,institutional-gap,carried,PDF TOC has a 'Disclaimer & Methodology' appendix (pdf.py:997/2576) but no control/cover page with id/version/hash/distribution,The auditor's first page; composes the integrity/version/disclosure work into one artifact; depends on those gates | tract=moderate
R223,3 - Medium,73,INST,Model Risk Governance & Due-Diligence (SR 11-7 style),compliance,Add a model-tier and use-restriction gate on outputs,"From the registry's tier/status, gate UI/API exposure: models marked illustrative/unvalidated render with a mandatory governance banner and are excluded from any export labeled decision-grade; enforce in a single ui.styles helper + api_ser…","SR 11-7 ties permissible use to validation status; today an illustrative valuation and a validated backtest look identical to a user, violating fit-for-purpose controls.",engine/model_registry.py; ui/styles.py; worker/api_server.py,S,Med,Build machine-readable model inventory registry,institutional-gap,carried,valuation.py:515 ships a disclaimer string but no tier-gated enforcement; no validation-status check anywhere in UI/API render paths,Enforces use-restriction by tier; small once registry exists; reuses styles banner + auth-gate pattern | tract=quick
R224,3 - Medium,72,INST,Bloomberg/Refinitiv Terminal,ux,Drive a focused-entity view from the cross-tab filter bar,"Add a single-entity 'focus' control to filter_bar (pick one ticker/route/chokepoint) that sets st.session_state['active_entity'] and offers a 'Open tearsheet' jump, so the cross-tab filters double as an instrument selector.",In the Terminal one selected security drives every linked window; Ship's filter bar narrows universes but no single entity ever becomes the focus that every panel reads.,ui/filter_bar.py; ui/url_state.py; ui/tab_tearsheet.py,S,Med,Add ?entity= URL routing so any instrument page is deep-linkable,institutional-gap,carried,"filter_bar.py:133-169 multiselect universe/routes/regions only; no single-entity focus, no active_entity write; persists to SessionState.filters","New: makes the existing filter bar an instrument selector; small, leans on entity routing | tract=quick"
R225,3 - Medium,72,INST,Buy-side Risk System (MSCI Barra / Axioma / RiskMetrics),refactor,Reconcile two divergent scenario shock taxonomies into one,Unify state.scenarios ticker:*.return shocks and supply_shock_scenarios port/route/commodity levers under one Scenario schema so a single Suez/Panama/China shock drives BOTH equity stress and supply-chain impact consistently.,"Institutional stress runs one coherent scenario across all risk axes; today Suez exists twice with different magnitudes, so the risk and supply views disagree — an audit red flag.",state/scenarios.py; processing/supply_shock_scenarios.py; processing/risk_lab.py,M,Med,"Persist scenarios as a versioned, auditable scenario library",institutional-gap,carried,state/scenarios.py:257 'suez_closure' vs supply_shock_scenarios.py:456 'Suez Closure 100%' — two unlinked Suez definitions with different shock levers,impact72 feas72 fit85 nov66 — one coherent shock across axes; both literals already enumerate the same events | tract=moderate
R226,3 - Medium,72,INST,Quant Research Platform (point-in-time + rigorous backtesti…,feature,"Add cross-validated, embargoed combinatorial backtest splits",New processing/cpcv.py: purged + embargoed combinatorial cross-validation harness yielding a distribution of OOS Sharpes (not one path) for the alpha/momentum/cointegration signals; report the probability of backtest overfitting (PBO).,A single walk-forward path is one draw; institutional research uses purged CV to estimate PBO and avoid selecting an overfit configuration.,processing/cpcv.py; engine/momentum_ranker_backtest.py; engine/carrier_factor_model.py,L,Med,Add deflated + probabilistic Sharpe with trial-count correction,institutional-gap,carried,"all backtests are single-path forward loops (cointegration.py:338, portfolio_optimizer.py:329); grep purged|embargo|combinatorial|pbo = 0",High rigor/novelty but L-effort and overlaps stat-significance; lower near-term impact than costs/PIT | tract=large
R227,3 - Medium,72,INST,Data Governance & Lineage (golden-source / point-in-time DB…,infra,Add forward-only migration integrity: checksums + applied-log + dry-run check,"Add schema_migrations table recording each version's applied_at + a checksum of its DDL; on startup verify the live schema matches the recorded fingerprint (PRAGMA table_info) and a CI test asserts SCHEMA_VERSION matches the migration map,…","An auditor needs a tamper-evident record that the prod schema is exactly what code expects; today migrations are add-only with no applied-log, no checksum, and a silent gap (v22/v23 out of order) sho…",state/migrations.py; state/db.py; tests/test_migrations.py,M,Med,,institutional-gap,carried,"migrations.py:896/1106 v22 defined after v23, all helpers swallow OperationalError; db.py:290 SCHEMA_VERSION=28 hand-maintained; no applied-log table","impact68 feas78 fit84 nov62; schema-lineage integrity guard; reuses migration map, prevents silent drift | tract=moderate"
R228,3 - Medium,72,INST,Compliance & Surveillance (sanctions / trade surveillance /…,infra,Enforce append-only audit at the storage layer,Add SQLite triggers in state/migrations.py blocking UPDATE/DELETE on audit_events except via a single allow-listed prune path; route db_anonymize through a redaction-with-tombstone instead of in-place UPDATE.,An immutable record store is a baseline auditor expectation; today any code path can rewrite or wipe audit detail in place.,state/migrations.py; auth/audit.py; tools/db_anonymize.py,M,Med,Add tamper-evident hash-chain to the audit log,institutional-gap,carried,db_anonymize.py:650/667 'UPDATE audit_events SET detail_json' rewrites rows in place; no trigger or constraint prevents arbitrary mutation,"Defense-in-depth for records integrity; medium build, complements (not replaces) the hash chain | tract=moderate"
R229,3 - Medium,72,INST,Enterprise Security & Identity,ux,"Add admin security console: users, tokens, sessions, audit","Build ui/tab_security_admin.py (admin-role only) to list/disable users, change roles, view+revoke any user's API tokens, and browse the org-wide audit log with filters and CSV export.",A security officer needs one screen to administer identity and review activity without shelling into SQLite or ops_cli; this is the operability surface buyers expect.,ui/tab_security_admin.py (new); auth/users.py; auth/tokens.py; auth/audit.py,M,Med,Enforce RBAC: add require_role gate on admin paths,institutional-gap,carried,No admin UI: role-change/delete_user grep=0; query_audit (audit.py:246) + list_tokens exist but no admin surface composes them; ui/tab_data_health sh…,makes the new IAM controls usable; pure composition of existing read/write helpers behind the RBAC gate | tract=moderate
R230,3 - Medium,72,INST,Institutional Reporting & Document Generation,security,Encrypt at-rest report files + scope file access to owner,"Store rendered reports encrypted (reuse the alert-delivery encryption util) under cache/reports/, decrypt only on scoped read in load_report_html/load_public_report; never leave plaintext institutional PDFs world-readable on disk.","A risk officer can't accept confidential client reports sitting as plaintext files any local process can read; DB-row scoping protects the index, not the artifact.",utils/report_history.py; engine/alert_delivery.py; state/db.py,M,Med,Add content-hash + integrity verification to saved reports,institutional-gap,carried,"save_report does file_path.write_text plaintext (report_history.py:223); scoping is row-level only (list/load_report scope_filter_sql), file itself u…","Real at-rest exposure of confidential artifacts; reuses existing encryption util; medium effort, clear fit | tract=moderate"
R231,3 - Medium,72,INST,Model Risk Governance & Due-Diligence (SR 11-7 style),compliance,Add an overrides and expert-judgment log to model outputs,"New engine/model_override_log.py + table capturing any manual override of a model constant (hardcoded chokepoint risk levels, _DRIVER_PERSISTENCE multipliers), who set it, rationale and review date; surface unreviewed overrides as a govern…",SR 11-7 requires logging and periodic review of expert-judgment overrides; the hardcoded chokepoint states and hand-authored multipliers are unlogged overrides a reviewer would challenge.,engine/model_override_log.py; processing/chokepoint_analyzer.py; processing/disruption_cascade.py; state/migrations.py,M,Med,Add four-eyes model validation sign-off ledger,institutional-gap,carried,_DRIVER_PERSISTENCE hand-authored at disruption_cascade.py:391; chokepoint risk levels hardcoded; no override/expert-judgment log exists (grep 0),Real SR11-7 override-governance gap; ties into sign-off ledger; moderate impact given demo data | tract=moderate
R232,4 - Backlog,71,INST,Bloomberg/Refinitiv Terminal,feature,Add a keyboard-driven launchpad monitor of pinned instruments,"New ui/tab_operator_overview-style 'Launchpad' grid: persist a per-user watchlist of entities (reuse state/tab_favorites pattern) and render a compact tile per name (price, SSI driver, conviction, open alerts) each linking to its tearsheet.","The Launchpad/monitor of watched instruments is how a desk starts the day; Ship pins TABS, never instruments, so there is no at-a-glance multi-name board.",ui/tab_launchpad.py; state/tab_favorites.py; processing/disruption_cascade.py; ui/url_state.py,M,Med,Build deep-linkable instrument tearsheet as the entity-first surface,institutional-gap,carried,state/tab_favorites pins tab modules (app.py:1158-1196); no entity watchlist; no multi-instrument monitor grid in ui/,"New: instrument watchlist vs tab pins; reuses the favorites persistence pattern, depends on tearsheet | tract=moderate"
R233,4 - Backlog,71,INST,Compliance & Surveillance (sanctions / trade surveillance /…,feature,Audit failed admin/authz and screening overrides,"Record authz denials and screening-override events (user proceeded despite HIGH-RISK band) to audit_events with action='authz_denied'/'screen_override', surfaced in engine/audit_search.py dropdowns.","Auditors care most about denied/overridden controls; today only successful logins and saves are recorded, so override risk is invisible.",auth/users.py; ui/tab_compliance.py; auth/audit.py; engine/audit_search.py,S,Med,Enforce RBAC + four-eyes on privileged config changes,institutional-gap,carried,auth/users.py:562 audits ONLY successful logins; record_login_failure exists (audit.py:213) but no authz-denial or screening-override event type,"Small, high-fit add closing the override blind spot; depends on RBAC layer existing first | tract=quick"
R234,4 - Backlog,71,INST,Reliability / Observability / SRE,feature,Add explicit /readyz and /livez probes distinct from /health,"Split worker/api_server.py + webhook_listener.py health into /livez (process up, no deps) and /readyz (DB writable + schema current + migrations applied); keep /health as the rich aggregate. Return 503 from /readyz on not-yet-migrated DB.",k8s/LBs need a liveness probe that never depends on the DB (else a DB blip kills the pod) and a readiness probe that gates traffic until migrations are done; today one /health conflates both.,worker/api_server.py; worker/webhook_listener.py; state/db.py,S,Med,,institutional-gap,carried,api_server.py:2063 single _health flips to 503 on count_users fail; webhook_listener.py:579 same shape; no /readyz|/livez (grep 0); schema-applied st…,Standard k8s contract; small refactor of existing _health; prevents DB-blip pod kills | tract=quick
R235,4 - Backlog,71,INST,Enterprise Security & Identity,infra,Serve API over TLS and document trusted-proxy posture,"Add optional ssl.wrap_socket in api_server.serve() (cert paths via env), honor X-Forwarded-Proto for IP/scheme behind a proxy, and document the required TLS-terminating reverse-proxy deployment.",Bearer tokens currently traverse cleartext HTTP; a network auditor expects encryption-in-transit and a defined trust boundary for the token-bearing API.,worker/api_server.py; docs/DEPLOYMENT.md (new),S,Med,,institutional-gap,carried,api_server serves plaintext http.server.HTTPServer (api_server.py:58); grep TLS/wrap_socket/X-Forwarded/HTTPSServer in worker/=0; bearer tokens sent …,"in-transit gap for a credential-bearing API; small code+docs, but most deployments lean on an external proxy | tract=quick"
R236,4 - Backlog,71,INST,Client Distribution & Entitlements (productized data produc…,feature,Publish a per-source data-freshness SLA with breach receipts,"Promote engine/source_health probes into a customer-facing SLA: define per-feed freshness/uptime targets, persist breach rows, expose GET /api/v1/sla, and emit an SLA-breach receipt when a contracted feed goes stale.","Institutional data buyers contract on data-freshness SLAs and want breach evidence; source_health tracks liveness only for internal ops, with no contracted target or breach record.",engine/source_health.py; engine/perf_budgets.py (pattern); state/migrations.py; worker/api_server.py,M,Med,,institutional-gap,carried,source_health.py records up/degraded/down (SHIP_BREAKDOWN l.20) but has no SLA target/breach; perf_budgets is internal render-latency SLO only (perf_…,"Contractual SLA is core to data products; reuses health probes + perf-budget breach pattern; Med impact, strong fit, novel | tract=moderate"
